brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
HP,14-ey0013dx,4.6,14.0,,USD,8.94,12.36,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.",Experience a whole new level of speed and power in a laptop powered by AMD Ryzen processors.
Lenovo,21KG0005US,,,799.99,USD,17.8,11.2,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
MSI,CODR13NUC069,,,1499.99,USD,19.65,8.5,"Powerful, out-of-the-box security with Windows 11 Pro computers lets you innovate and seize opportunity, wherever you are.","Powerful 16-core, 24-thread processing performance. Intel Turbo Boost Technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't."
Lenovo,21KK0009US,,,789.99,USD,19.7,12.5,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
GIGABYTE,AORUS 17 BSF-73US654SH,5.0,4.0,,USD,11.1,15.7,Windows 11 Home AD,"17.3"" Thin Bezel QHD 2560x1440, 240Hz, 100% sRGB, TÜV Rheinland Certified"
Razer,RZ09-05102EN4-R3U1,4.5,2.0,,USD,13.98,9.61,"The first OLED display truly designed for the competitive gamer, featuring a VESA Certified ClearMR 11000 rating and DisplayHDR True Black 500 to ensure minimal blurring and vivid colors.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market."
Dell,BB5-31852,4.8,12.0,353.99,USD,,,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",Its 1366 x 768 resolution boasts impressive color and clarity.
Samsung,NP960XFG-KA1US,4.2,9.0,,USD,13.99,9.86,"Strivers and thrivers , this is the PC for you. Accomplish your ambitions with a powerful processor that’s the latest design by Intel ideal for fast paced lifestyles.","Go ahead, live that fast paced life Galaxy Book3 Pro won’t slow you down. Featuring a thin, lightweight design that’s made to move with you, this powerful PC is always ready to help you pursue your ambitions."
HP,840 G3,4.3,3.0,492.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Its 1920 x 1080 resolution boasts impressive color and clarity.
Lenovo,21J8002RUS,,,1459.99,USD,10.04,13.96,Windows 11 Pro,"Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 2560x1600 resolution and 400nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
HP,840 G6,4.0,4.0,532.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.
Dell,23KC8,5.0,1.0,2239.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 2560 x 1600 resolution delivers amazing color and clarity
Lenovo,21JK0052US,,,939.99,USD,8.63,12.32,Windows 11 Pro,"Capacitive display responds to finger touches instead of pressure, recognizing a light swipe but not a standard stylus. IPS technology offers wide viewing angles. 1920x1200 HD resolution."
Dell,V3XYD,,,1429.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
ASUS,GV302XI-CS96,4.2,20.0,,USD,8.35,11.77,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The 165Hz display features a Touchscreen QHD+ 16:10 2560x1600 resolution 500nits, 3ms response time that gives you a superb gaming and creating experience. Pantone Validated 100% DCI-P3 color accuracy display. The display is also stylus enabled!"
ASUS,W7604J3D-XS99T,4.0,5.0,,USD,10.67,14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support (Stulys included with purchase)"
Alienware,AWM16-7032BLK-PUS,,,1649.99,USD,9.82,14.33,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",2560 x 1600 resolution delivers amazing color and clarity with nearly 2.8 times the pixel density of Full HD.
Lenovo,82XX003YUS,3.5,2.0,499.99,USD,8.85,12.32,16GB Soldered LPDDR4x-4266,512GB SSD M.2 2242 PCIe 4.0x4 NVMe
GIGABYTE,G5 MF-F2US313SH,5.0,3.0,799.99,USD,9.4,14.2,Windows 11 Home,"15.6""FHD 1920x1080, 144Hz"
Lenovo,T470.i5.8.256.Pro,3.9,34.0,215.99,USD,,,Get the most out of your laptop with Intel's premium high performance i5-6300U processor at 2.5 ghz.,Store up to 256GB of data and access it even quicker with 8GB of Ram.
Acer,SFG14-71T-71SZ,5.0,1.0,949.99,USD,8.58,12.32,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The Swift Go’s 14-inch 1920x1200 IPS display —offering vivid color accuracy, remarkably deep blacks, and ultra-crisp image quality and a touchscreen, if you prefer to tap and swipe."
Razer,RZ09-0484SEH3-R3U1,2.7,3.0,,USD,10.84,15.71,"Get the workspace you need to truly create with a high resolution QHD+ (2560x1600) display featuring 100% DCI-P3 color space, and play on another level with ultra-fast refresh rates for silky-smooth gameplay","The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing"
HP,745G6.8.256.Pro,3.4,5.0,259.99,USD,,,This unit comes with 8 GB of System Memory.,
ASUS,K6602VV-ES94,4.5,2.0,1299.99,USD,9.0,14.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. 3200 x 2000 resolution delivers amazing color and clarity
Dell,4MRP5,5.0,2.0,879.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,82XM0032US,,,478.99,USD,9.25,14.15,16GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe
Lenovo,21JR001QUS,,,639.99,USD,8.63,12.32,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,82SX0002US,4.0,20.0,607.99,USD,12.29,8.72,"Windows 11 Home 64, English","14"" 2.8K (2880x1800) IPS 400nits Glossy, 90Hz, 100% sRGB, TÜV Low Blue Light, Eyesafe, AGC Dragontrail Glass, Touch, Dolby Vision"
Lenovo,BB5-32877,3.8,12.0,445.99,USD,9.15,13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.
Lenovo,21KG000AUS,,,859.99,USD,17.8,11.2,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,9DVJP,,,729.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.
Lenovo,82R9000KUS,4.1,19.0,425.99,USD,12.32,8.85,"Windows 11 Home 64, English","14"" 2.2K (2240x1400) IPS 300nits Glossy, 100% sRGB, Glass, Touch"
HP,830 G5,4.5,19.0,384.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.
Lenovo,82QC004BUS,4.0,1.0,259.99,USD,8.52,12.8,8GB Soldered DDR4-3200,256GB SSD M.2 2242 PCIe 3.0x4 NVMe
LG,14T90R-K.AAB8U1,5.0,2.0,,USD,0.66,12.36,"Windows 11 brings you closer to what you love. Pursue your passions and maximize your productivity with the new Windows 11. Built with tools to help you multitask, think, create, and connect—all designed with simplicity and intuition in mind.",The 14” screen with a 16:10 aspect ratio that can make your visions come to life. The non-reflective screen helps maintain your focus and a bold DCI-P3 99% color gamut¹ display adds a vivid touch to graphics.
MSI,STEALTH1713019,4.0,1.0,2099.99,USD,11.0,15.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1440 resolution delivers amazing color and clarity
Dell,7420,,,899.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.
HP,16-aa0013dx,4.0,1.0,,USD,9.67,14.05,"From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way.","With a dedicated engine that helps unlock AI experiences on the PC and high-performance low power processing, enjoy superior performance with less drain on battery, so you can do more for longer while unplugged."
MSI,PRE16STU14020,,,1899.99,USD,0.75,10.15,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.
Acer,PT14-51-7979,5.0,2.0,1999.99,USD,8.94,12.34,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","This display deserves all your attention. At 14"" with a 16:10 aspect ratio and a WQXGA 2560 x 1600 Mini LED-backlit IPS LCD panel - this display clocks in with a 250Hz refresh and is DisplayHDR 600 Certified. Farewell blur and hello clear, crisp high-octane gameplay."
HP OMEN,9Q4B5UA#ABA,3.5,4.0,,USD,9.19,12.32,"With a world-leading lightweight all-metal design, state of the art cooling, and 71 Wh battery with USB-C Fast Charge, whether you're on campus, traveling, or simply on-the-go, the OMEN Transcend 14 allows you to freely game or create at your best from anywhere, longer.","From a rejuvenated Start menu, to new ways to connect to your favorite people, news, games, and content—Windows 11 is the place to think, express, and create in a natural way."
Dell,PXRGK,,,1359.99,USD,8.3,12.7,The Windows 11 Pro operating system offers powerful platform to efficiently run routine applications.,1920x1080 resolution showcases your games and HD movies with impressive color and clarity.
Dell,5400,4.8,18.0,544.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
ASUS,H7604JV-DS96T,4.9,9.0,,USD,10.67,14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support"
HP,840 G5,4.0,5.0,413.79,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Its 1920 x 1080 resolution boasts impressive color and clarity.
Dell,0F2DH,5.0,1.0,2569.99,USD,10.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Lenovo,21KH0005US,,,799.99,USD,20.25,12.5,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
GIGABYTE,AORUS 15X ASF-D3US754SH,4.5,2.0,,USD,10.8,14.1,Windows 11 Home AD,"15.6""QHD 1920x1080, 165Hz, 100% sRGB, TÜV Rheinland Certified"
HP,830 G6,4.7,3.0,529.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.
HP,840 G5,,,441.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Its 1920 x 1080 resolution boasts impressive color and clarity.
HP,ZBook Studio G3,4.7,3.0,606.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
Lenovo,21JT001BUS,5.0,1.0,789.99,USD,9.75,14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
MSI,COM1413003,,,1129.99,USD,9.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features including the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity.
Razer,RZ09-0483TEH3-R3U1,3.9,17.0,,USD,13.98,9.61,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon"
ASUS,TP3604VA-DS51T,3.5,4.0,699.99,USD,9.0,14.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,With NanoEdge display screen technology. 1920 x 1200 resolution delivers amazing color and clarity
ASUS,F1605VA-DS52,4.5,4.0,,USD,9.82,14.12,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","WUXGA (1920 x 1200) 16:10 aspect ratio IPS-level panel with 60Hz refresh rate, 45% NTSC color gamut, TÜV Rheinland-certified"
Lenovo,T480.8.256.Pro,4.7,13.0,263.99,USD,9.2,13.3,This unit comes with 8 GB of System Memory.,
Dell,Precision 7540,5.0,4.0,1059.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
Alienware,AWM16-9272BLK-PUS,4.3,148.0,,USD,11.41,14.5,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","Extend beyond performance to let your PC do even more at once. Juggle complex programs without slowing you down, enjoy ultra-immersive  streaming in 8K, and unleash the performance needed to keep up with the most demanding creativity software."
Lenovo,82SG00BLUS,,,462.99,USD,9.18,14.04,16GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe
HP OMEN,17-CM2010nr,5.0,4.0,,USD,15.64,10.32,Windows 11 Home,"17.3-inch diagonal, FHD (1920 x 1080), 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light"
Dell,F2KP3,,,699.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.
Dell,6R13F,,,709.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1366 x 768 HD resolution. Supports 720p content.
HP,840 G3,4.3,7.0,481.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.","Its 1920 x 1080 resolution display produces crisp, vibrant images."
GIGABYTE,AORUS 15 BMF-52US383SH,4.3,84.0,,USD,10.7,14.2,Windows 11 Home,"15.6"""" 16:9 Thin Bezel FHD 1920x1080, 144Hz, up to 100% DCI-P3, TÜV Rheinland-certified"
ASUS,GU605MZ-G16.U94080,,,2699.99,USD,13.97,9.72,"Game, create, turn up the volume with family and friends - Windows 11 is the place for it all. With a fresh new feel and tools that make it easier to be efficient, it has whatever you need for what's next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!"
Dell,7400,4.0,4.0,731.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.
Dell,T2M08,5.0,1.0,3639.99,USD,10.0,15.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
ASUS,K5504VA-ES96,4.1,17.0,,USD,9.03,14.15,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","16:9 aspect ratio, 2880 x 1620 resolution, Three-sided NanoEdge 86% screen-to-body ratio, 0.2 ms response time, 100% DCI-P3 color gamut, PANTONE Validated, 600 nits peak brightness"
Lenovo,21KH000AUS,,,879.99,USD,9.98,14.01,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,21JT001PUS,4.3,3.0,639.99,USD,9.75,14.02,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,21H1001SUS,,,1369.99,USD,8.54,0.75,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,5FCXR,,,1699.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Lenovo,21JR001SUS,5.0,1.0,909.99,USD,8.63,0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,GSRF VFL-00001,,,1499.99,USD,9.6,13.4,"Offering improved speed and performance to do what you want, Surface Laptop 3 15"" with AMD Ryzen™ 7 Microsoft Surface® edition processor is fastest in the 15"" class.⁴","Thin and light, starting at just 3.4 lbs., Surface Laptop 3 is easy to carry."
Microsoft,QKI-00001,4.7,20.0,1799.99,USD,8.2,11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.
Razer,RZ09-05081ED3-R3U1,,,2699.99,USD,8.97,12.23,Leverage the power of the Ryzen AI engine to achieve new levels of productivity in your day-to-day tasks. Seamlessly run the latest AAA games with up to 5.2 GHz clock speeds for faster processing.,"Thoughtfully crafted for those on the go, the laptop’s compact design and light build ensures effortless transport and complete freedom with up to 10 hours of battery to keep you moving."
HP,X360.1030.G3.Pro,3.6,5.0,303.99,USD,,,This unit comes with 8 GB of System Memory.,
Microsoft,GSRF 5BT-00058,,,720.99,USD,8.8,12.1,"Use Windows Hello for a fast, secure, and password-free way to unlock Surface Laptop 4, and save time with the familiar features and trusted security such as the included antivirus, firewall, and Internet protection. <a href=""/Windows10"" target=""_blank"" >Learn more</a>","Windows Ink compatible computers let you take notes on the screen, mark up photos and screenshots, or create content through the Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more</a>"
HP,15U.G5.i7.16.256,,,373.99,USD,,,256 GB SSD of storage.,Multitasking is easy with 16 GB of RAM
Lenovo,82XQ001GUS,5.0,1.0,362.99,USD,9.0,14.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21JR0019US,,,819.99,USD,8.63,0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Samsung,GSRF NP730QDA-KA1US,2.4,7.0,699.99,USD,16.93,7.95,,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC."
Lenovo,21F6001CUS,,,1599.99,USD,8.93,0.67,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,D5J9K,,,959.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21HM000GUS,,,1599.99,USD,8.76,0.6,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
HP,89D96UTABA,5.0,1.0,1449.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Lenovo,21J8002LUS,,,1249.99,USD,10.04,13.96,Windows 11 Pro,"Indulge in breathtaking visuals on a 16"" WQXGA IPS display, boasting a crisp 2560x1600 resolution and 400nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,XGY4R,,,949.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,82XY0030US,4.0,3.0,799.99,USD,10.0,14.1,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Razer,RZ09-0482XEM3-R3U1,4.7,6.0,,USD,8.66,12.59,"Precision-milled from a single aluminum block, the chassis achieves optimal strength-to-weight ratio complete with an anodized, scratch-resistant finish to protect it against the hazards of travelling.","Featuring the latest generation of NVIDIA GeForce RTX 40-Series laptop graphics, Blade 14 delivers 33% more graphics power than the previous generation. Enjoy playing at higher frames and greater visual fidelity than ever before, while staying on the go."
HP,840 G3-32354,4.1,34.0,318.99,USD,9.3,13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1366 x 768 resolution showcases your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.
HP,840 G6,4.0,1.0,699.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.
